"No.","Time","Source","Destination","Protocol","Length","Info"
"99","83.734727261","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1257 Ack=4508 Win=65535 Len=0"
"117","89.104348703","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"118","89.104393307","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1257 Ack=4585 Win=65535 Len=0"
"119","89.910312815","157.240.0.60","10.0.2.15","TLSv1.2","784","Application Data"
"120","89.910352961","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1257 Ack=5315 Win=65535 Len=0"
"121","90.112925160","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"122","90.113588152","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5315 Ack=1348 Win=65535 Len=0"
"123","90.255022827","10.0.2.15","157.240.0.60","TLSv1.2","157","Application Data"
"124","90.255874308","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5315 Ack=1451 Win=65535 Len=0"
"125","90.427559314","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"126","90.427589831","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1451 Ack=5405 Win=65535 Len=0"
"127","91.058803377","157.240.0.60","10.0.2.15","TLSv1.2","329","Application Data"
"128","91.058864552","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1451 Ack=5680 Win=65535 Len=0"
"129","91.067955194","10.0.2.15","157.240.0.60","TLSv1.2","126","Application Data"
"130","91.068448262","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=5680 Ack=1523 Win=65535 Len=0"
"142","103.951554461","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"143","103.994342805","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1523 Ack=5757 Win=65535 Len=0"
"144","105.408062416","157.240.0.60","10.0.2.15","TLSv1.2","1280","Application Data"
"145","105.408101088","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1523 Ack=6983 Win=65535 Len=0"
"146","105.551170212","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"147","105.551974094","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=6983 Ack=1614 Win=65535 Len=0"
"148","105.658612247","10.0.2.15","157.240.0.60","TLSv1.2","157","Application Data"
"149","105.659298367","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=6983 Ack=1717 Win=65535 Len=0"
"150","105.829567779","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"151","105.829606462","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1717 Ack=7073 Win=65535 Len=0"
"152","106.377792327","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"153","106.377844876","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1717 Ack=7150 Win=65535 Len=0"
"157","109.645949286","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"158","109.646036069","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1717 Ack=7227 Win=65535 Len=0"
